INSERT INTO person (lastName, firstName, email, phoneNumber) VALUES
('Lucy','2018-11-05','Turtle','Painted Turtle', 'Brown', '23101', '666'),
('Max','2012-12-29','Hamster','Dwarf Campbell Russian', 'Multicolor', '49234', '251'),
('Buddy','2010-06-07','Turtle','Red-Eared Slider', 'White', '36844', '767'),
('Buddy','2021-11-11','Turtle','Box Turtle', 'Black', '13663', '169'),
('Chloe','2019-02-02','Rabbit','Netherland Dwarf', 'Spotted', '21953', '507'),
('Daisy','2022-12-07','Dog','Labrador', 'Brown', '25875', '499'),
('Charlie','2015-12-13','Dog','German Shepherd', 'Gray', '22310', '362'),
('Luna','2021-06-13','Hamster','Dwarf Campbell Russian', 'Striped', '25793', '177'),
('Milo','2023-04-22','Dog','German Shepherd', 'Golden', '49351', '864'),
('Bella','2017-05-25','Cat','Siamese', 'Golden', '35587', '581'),
('Milo','2019-12-26','Turtle','Musk Turtle', 'Brown', '7920', '445'),
('Milo','2023-03-07','Hamster','Dwarf Campbell Russian', 'Spotted', '38956', '920'),
('Max','2022-10-05','Hamster','Dwarf Campbell Russian', 'White', '46306', '862'),
('Luna','2023-05-30','Dog','German Shepherd', 'Black', '14999', '763'),
('Milo','2017-03-27','Hamster','Chinese', 'Spotted', '40846', '418'),
('Max','2012-04-03','Bird','Parrot', 'Golden', '5149', '44'),
('Chloe','2018-12-28','Rabbit','Netherland Dwarf', 'White', '39903', '690'),
('Max','2019-08-25','Rabbit','Netherland Dwarf', 'Spotted', '37847', '652'),
('Max','2023-01-10','Hamster','Chinese', 'Striped', '28984', '275'),
('Daisy','2014-05-22','Cat','Bengal', 'Golden', '18226', '693'),
('Charlie','2017-05-27','Cat','Sphynx', 'Golden', '1214', '115'),
('Chloe','2022-04-11','Dog','Labrador', 'Striped', '25510', '649'),
('Bella','2021-03-10','Hamster','Syrian', 'White', '6262', '575'),
('Bella','2014-04-08','Bird','Cockatiel', 'Spotted', '39976', '967'),
('Milo','2014-06-13','Cat','Persian', 'White', '47186', '785'),
('Milo','2024-08-10','Dog','Bulldog', 'Multicolor', '40591', '841'),
('Buddy','2020-03-16','Turtle','Painted Turtle', 'Gray', '25510', '753'),
('Luna','2017-08-13','Bird','Parrot', 'Striped', '31259', '554'),
('Charlie','2022-08-18','Turtle','Musk Turtle', 'Golden', '32522', '160'),
('Max','2017-12-17','Hamster','Dwarf Campbell Russian', 'Golden', '40575', '689'),
('Lucy','2010-01-20','Hamster','Chinese', 'White', '31703', '115'),
('Max','2016-03-25','Bird','Cockatiel', 'Multicolor', '39903', '197'),
('Buddy','2019-11-18','Dog','Beagle', 'Golden', '33267', '18'),
('Daisy','2014-12-15','Turtle','Painted Turtle', 'Brown', '12028', '587'),
('Luna','2018-12-12','Rabbit','Holland Lop', 'Black', '30634', '18'),
('Max','2018-07-04','Dog','Labrador', 'Multicolor', '25373', '578'),
('Daisy','2012-09-01','Cat','Maine Coon', 'Black', '22724', '717'),
('Lucy','2022-01-30','Hamster','Syrian', 'Golden', '29183', '197'),
('Charlie','2016-01-19','Turtle','Musk Turtle', 'Spotted', '4832', '353'),
('Charlie','2011-07-14','Rabbit','Flemish Giant', 'Black', '48306', '303'),
('Daisy','2024-07-30','Hamster','Dwarf Campbell Russian', 'White', '6948', '594'),
('Buddy','2010-10-23','Cat','Siamese', 'Multicolor', '43810', '167'),
('Daisy','2014-08-17','Turtle','Painted Turtle', 'Spotted', '47283', '334'),
('Buddy','2015-08-15','Cat','Bengal', 'Multicolor', '36458', '133'),
('Bella','2013-11-30','Cat','Sphynx', 'Brown', '18822', '158'),
('Max','2014-11-27','Dog','Poodle', 'White', '38987', '788'),
('Charlie','2013-06-09','Rabbit','Lionhead', 'Multicolor', '46276', '768'),
('Luna','2016-04-10','Turtle','Russian Tortoise', 'Black', '13960', '352'),
('Luna','2016-11-04','Hamster','Syrian', 'Golden', '145', '928'),
('Bella','2012-10-13','Bird','Parrot', 'Spotted', '13811', '809'),
('Chloe','2013-09-14','Dog','Bulldog', 'Multicolor', '15431', '751'),
('Charlie','2011-05-02','Dog','German Shepherd', 'Multicolor', '31792', '219'),
('Lucy','2020-05-17','Hamster','Roborovski', 'Gray', '42038', '975'),
('Max','2018-04-27','Hamster','Winter White Russian', 'Black', '6538', '625'),
('Buddy','2018-10-02','Rabbit','Netherland Dwarf', 'Gray', '7964', '200'),
('Rocky','2018-02-04','Bird','Sparrow', 'Multicolor', '45525', '480'),
('Daisy','2016-04-02','Rabbit','Holland Lop', 'Striped', '41860', '878'),
('Milo','2018-12-03','Dog','German Shepherd', 'White', '20744', '958'),
('Daisy','2017-01-04','Hamster','Chinese', 'White', '33796', '276'),
('Max','2015-01-31','Turtle','Box Turtle', 'Spotted', '2197', '641'),
('Max','2012-06-01','Hamster','Roborovski', 'Brown', '38565', '18'),
('Bella','2018-02-20','Turtle','Red-Eared Slider', 'Striped', '20521', '129'),
('Rocky','2024-03-05','Bird','Finch', 'Striped', '37444', '492'),
('Daisy','2011-08-22','Turtle','Painted Turtle', 'Gray', '30513', '584'),
('Daisy','2013-07-15','Hamster','Dwarf Campbell Russian', 'Spotted', '24413', '780'),
('Bella','2018-03-03','Turtle','Box Turtle', 'White', '20822', '973'),
('Buddy','2020-09-26','Dog','Poodle', 'White', '37207', '670'),
('Rocky','2018-06-24','Dog','Beagle', 'Golden', '37451', '747'),
('Max','2010-04-15','Turtle','Painted Turtle', 'White', '36112', '585'),
('Chloe','2018-06-20','Cat','Sphynx', 'White', '49648', '873'),
('Max','2010-09-14','Cat','Siamese', 'Spotted', '45134', '282'),
('Lucy','2017-03-08','Hamster','Dwarf Campbell Russian', 'White', '32674', '204'),
('Rocky','2024-06-19','Hamster','Chinese', 'Brown', '33763', '687'),
('Charlie','2014-03-02','Turtle','Box Turtle', 'Black', '46316', '609'),
('Chloe','2022-10-08','Bird','Cockatiel', 'Golden', '47266', '706'),
('Max','2012-10-22','Bird','Canary', 'Multicolor', '33804', '374'),
('Buddy','2023-01-25','Dog','Poodle', 'Spotted', '25436', '216'),
('Luna','2011-03-06','Dog','Beagle', 'Striped', '26638', '632'),
('Bella','2010-03-30','Dog','Labrador', 'Striped', '34104', '460'),
('Chloe','2021-08-30','Bird','Cockatiel', 'Gray', '27543', '906'),
('Daisy','2022-01-04','Rabbit','Netherland Dwarf', 'Brown', '15147', '116'),
('Charlie','2022-10-10','Bird','Parrot', 'Black', '15229', '377'),
('Buddy','2023-03-18','Cat','Siamese', 'Gray', '15780', '966'),
('Bella','2020-04-29','Bird','Sparrow', 'White', '4303', '527'),
('Daisy','2015-06-29','Bird','Sparrow', 'Striped', '45176', '173'),
('Chloe','2016-12-28','Bird','Sparrow', 'Spotted', '18221', '318'),
('Luna','2014-09-27','Cat','Maine Coon', 'Golden', '49157', '119'),
('Buddy','2013-04-13','Bird','Cockatiel', 'Striped', '33184', '897'),
('Chloe','2011-06-25','Rabbit','Flemish Giant', 'Brown', '3803', '45'),
('Charlie','2011-02-28','Cat','Maine Coon', 'Black', '9139', '981'),
('Max','2014-01-03','Hamster','Winter White Russian', 'Brown', '26200', '350'),
('Chloe','2021-04-23','Hamster','Dwarf Campbell Russian', 'Brown', '25066', '561'),
('Rocky','2021-05-05','Hamster','Chinese', 'Striped', '46606', '718'),
('Charlie','2009-12-31','Bird','Sparrow', 'Striped', '203', '466'),
('Max','2015-09-30','Bird','Finch', 'Spotted', '47801', '208'),
('Milo','2010-01-01','Bird','Sparrow', 'Gray', '18302', '881'),
('Bella','2018-02-11','Turtle','Box Turtle', 'Gray', '9205', '7'),
('Rocky','2020-10-18','Dog','Beagle', 'Striped', '1743', '34'),
('Luna','2017-10-29','Rabbit','Mini Rex', 'Brown', '13960', '613'),
('Charlie','2020-09-25','Cat','Maine Coon', 'Gray', '34419', '637'),
('Chloe','2022-06-13','Rabbit','Holland Lop', 'Golden', '34158', '345'),
('Luna','2023-10-22','Hamster','Dwarf Campbell Russian', 'Black', '26588', '793'),
('Lucy','2019-08-19','Turtle','Russian Tortoise', 'Black', '34147', '90'),
('Chloe','2011-02-21','Dog','Beagle', 'Brown', '20483', '304'),
('Rocky','2020-03-30','Hamster','Roborovski', 'Striped', '14796', '708'),
('Bella','2010-09-13','Dog','Beagle', 'Multicolor', '27488', '326'),
('Buddy','2024-03-07','Hamster','Winter White Russian', 'Gray', '45950', '714'),
('Charlie','2019-09-27','Cat','Maine Coon', 'Gray', '3604', '788'),
('Milo','2018-06-21','Hamster','Winter White Russian', 'Striped', '9459', '338'),
('Daisy','2015-09-10','Bird','Cockatiel', 'Striped', '47358', '385'),
('Rocky','2021-08-08','Dog','Poodle', 'Brown', '49384', '866'),
('Luna','2024-02-18','Dog','German Shepherd', 'Multicolor', '14733', '163'),
('Buddy','2018-08-27','Hamster','Chinese', 'Gray', '48280', '554'),
('Max','2015-08-28','Dog','Beagle', 'Striped', '44285', '904'),
('Rocky','2019-01-10','Cat','Persian', 'Brown', '49120', '877'),
('Max','2018-12-23','Cat','Bengal', 'Striped', '8520', '452'),
('Bella','2020-11-08','Turtle','Box Turtle', 'White', '7739', '164'),
('Milo','2016-02-24','Hamster','Dwarf Campbell Russian', 'Brown', '29115', '922'),
('Rocky','2021-02-21','Rabbit','Mini Rex', 'Gray', '41224', '645'),
('Lucy','2018-09-20','Dog','Labrador', 'Black', '30401', '635'),
('Lucy','2016-01-15','Dog','Poodle', 'White', '19969', '121'),
('Lucy','2019-01-10','Rabbit','Flemish Giant', 'Black', '46427', '851'),
('Lucy','2016-04-20','Hamster','Syrian', 'Brown', '42693', '563'),
('Lucy','2022-07-13','Dog','Poodle', 'Spotted', '35045', '401'),
('Rocky','2016-05-06','Turtle','Painted Turtle', 'Black', '25184', '325'),
('Chloe','2019-03-16','Rabbit','Mini Rex', 'Black', '22217', '968'),
('Bella','2019-01-20','Cat','Siamese', 'Gray', '30448', '105'),
('Charlie','2020-05-23','Turtle','Red-Eared Slider', 'Multicolor', '25542', '360'),
('Milo','2016-01-19','Cat','Bengal', 'Golden', '6845', '345'),
('Rocky','2024-02-09','Bird','Cockatiel', 'Golden', '42492', '966'),
('Bella','2013-05-25','Bird','Canary', 'Spotted', '34272', '707'),
('Daisy','2011-02-19','Dog','Bulldog', 'Multicolor', '19719', '38'),
('Buddy','2017-11-05','Dog','Beagle', 'White', '5149', '357'),
('Bella','2021-02-01','Hamster','Syrian', 'Brown', '1371', '660'),
('Bella','2013-11-10','Dog','German Shepherd', 'Gray', '5156', '665'),
('Charlie','2016-08-31','Rabbit','Flemish Giant', 'Golden', '12614', '973'),
('Charlie','2017-06-18','Bird','Sparrow', 'Spotted', '8326', '897'),
('Luna','2017-11-14','Bird','Cockatiel', 'Multicolor', '48173', '775'),
('Chloe','2015-02-05','Bird','Canary', 'Spotted', '1679', '983'),
('Max','2015-08-31','Rabbit','Mini Rex', 'Black', '43260', '147'),
('Buddy','2018-01-28','Rabbit','Netherland Dwarf', 'Striped', '20563', '484'),
('Daisy','2021-06-05','Turtle','Painted Turtle', 'Multicolor', '29269', '244'),
('Chloe','2023-08-13','Bird','Cockatiel', 'Spotted', '11314', '843'),
('Chloe','2010-12-24','Dog','Labrador', 'Multicolor', '12332', '951'),
('Chloe','2023-09-02','Dog','Beagle', 'White', '25875', '836'),
('Rocky','2010-02-16','Cat','Sphynx', 'Black', '32214', '805'),
('Bella','2011-09-10','Cat','Sphynx', 'Golden', '19113', '531'),
('Milo','2012-01-13','Rabbit','Mini Rex', 'Striped', '2339', '385'),
('Rocky','2023-02-01','Dog','Labrador', 'Black', '33748', '903'),
('Chloe','2022-08-25','Bird','Finch', 'Multicolor', '38568', '14'),
('Chloe','2011-12-22','Rabbit','Netherland Dwarf', 'Striped', '10912', '332'),
('Buddy','2021-08-31','Turtle','Box Turtle', 'Brown', '5666', '778'),
('Milo','2017-12-30','Bird','Canary', 'Black', '38461', '619'),
('Max','2009-10-29','Turtle','Red-Eared Slider', 'Golden', '21902', '778'),
('Milo','2023-03-23','Bird','Parrot', 'Golden', '49788', '254'),
('Bella','2012-06-30','Turtle','Musk Turtle', 'Black', '30390', '552'),
('Buddy','2012-11-10','Hamster','Dwarf Campbell Russian', 'White', '35599', '251'),
('Bella','2024-04-27','Hamster','Roborovski', 'Black', '21176', '717'),
('Max','2024-05-28','Bird','Cockatiel', 'Multicolor', '31146', '903'),
('Rocky','2020-11-17','Bird','Cockatiel', 'Striped', '24258', '497'),
('Daisy','2018-04-29','Rabbit','Lionhead', 'White', '3086', '472'),
('Lucy','2011-07-14','Turtle','Russian Tortoise', 'Black', '28805', '51'),
('Daisy','2015-10-26','Hamster','Chinese', 'Black', '42514', '326'),
('Bella','2012-05-31','Rabbit','Flemish Giant', 'Gray', '21636', '130'),
('Milo','2023-04-12','Cat','Sphynx', 'Golden', '42883', '125'),
('Chloe','2020-01-08','Bird','Parrot', 'Multicolor', '4392', '558'),
('Buddy','2023-12-16','Dog','Labrador', 'White', '38547', '793'),
('Max','2015-10-28','Rabbit','Mini Rex', 'Brown', '38597', '368'),
('Charlie','2017-08-28','Cat','Sphynx', 'Striped', '4414', '268'),
('Max','2010-04-05','Cat','Maine Coon', 'Gray', '33010', '567'),
('Luna','2018-03-31','Dog','Labrador', 'White', '37009', '551'),
('Bella','2022-10-09','Bird','Parrot', 'Spotted', '45176', '530'),
('Rocky','2009-11-09','Turtle','Russian Tortoise', 'Golden', '5905', '443'),
('Charlie','2010-05-13','Dog','Bulldog', 'Striped', '11309', '847'),
('Rocky','2016-10-30','Rabbit','Lionhead', 'Striped', '5327', '41'),
('Max','2010-08-20','Turtle','Box Turtle', 'Golden', '39780', '156'),
('Bella','2019-10-13','Cat','Persian', 'Black', '42514', '161'),
('Milo','2023-08-10','Hamster','Winter White Russian', 'Black', '20822', '713'),
('Bella','2010-04-29','Bird','Sparrow', 'Golden', '27164', '176'),
('Rocky','2022-07-21','Cat','Sphynx', 'Golden', '19274', '533'),
('Lucy','2011-03-04','Turtle','Musk Turtle', 'Spotted', '6948', '612'),
('Luna','2013-09-30','Dog','Beagle', 'Golden', '40440', '458'),
('Max','2011-09-30','Rabbit','Lionhead', 'White', '4702', '753'),
('Max','2013-03-02','Dog','Poodle', 'Gray', '4303', '651'),
('Milo','2017-02-14','Bird','Finch', 'Multicolor', '4702', '24'),
('Chloe','2019-01-04','Bird','Cockatiel', 'Spotted', '38944', '515'),
('Max','2017-09-05','Turtle','Box Turtle', 'White', '12332', '372'),
('Luna','2010-02-02','Turtle','Russian Tortoise', 'Black', '10750', '124'),
('Lucy','2016-03-14','Hamster','Dwarf Campbell Russian', 'White', '46495', '870'),
('Luna','2023-11-02','Turtle','Painted Turtle', 'Gray', '46495', '123'),
('Daisy','2013-06-14','Cat','Maine Coon', 'Golden', '19969', '557'),
('Rocky','2023-03-18','Bird','Cockatiel', 'Gray', '2722', '721'),
('Lucy','2020-12-30','Cat','Siamese', 'White', '15431', '49'),
('Max','2017-05-05','Turtle','Red-Eared Slider', 'Gray', '30573', '903'),
('Charlie','2024-06-28','Rabbit','Flemish Giant', 'Spotted', '8326', '906'),
('Lucy','2016-05-05','Hamster','Winter White Russian', 'Brown', '26725', '208'),
('Max','2013-12-02','Hamster','Chinese', 'Multicolor', '36171', '501'),
('Luna','2013-08-07','Dog','Labrador', 'Gray', '48112', '169'),
('Lucy','2019-10-14','Dog','Poodle', 'Brown', '3478', '815'),
('Charlie','2010-08-06','Hamster','Syrian', 'Gray', '18272', '445'),
('Chloe','2015-03-14','Dog','Bulldog', 'Spotted', '16407', '418'),
('Rocky','2017-03-10','Cat','Sphynx', 'Gray', '36061', '22'),
('Chloe','2011-07-05','Hamster','Winter White Russian', 'Multicolor', '26500', '601'),
('Daisy','2024-02-13','Rabbit','Flemish Giant', 'Multicolor', '42905', '229'),
('Max','2024-02-04','Turtle','Red-Eared Slider', 'Gray', '34568', '705'),
('Buddy','2021-10-04','Turtle','Red-Eared Slider', 'Striped', '10851', '862'),
('Luna','2014-03-30','Bird','Sparrow', 'Spotted', '18298', '957'),
('Rocky','2017-09-15','Bird','Parrot', 'Spotted', '43757', '751'),
('Charlie','2012-11-10','Cat','Maine Coon', 'White', '42683', '257'),
('Charlie','2011-04-08','Turtle','Painted Turtle', 'Golden', '8996', '603'),
('Milo','2024-03-12','Bird','Sparrow', 'White', '28974', '787'),
('Daisy','2020-05-01','Dog','Bulldog', 'Black', '15336', '18'),
('Rocky','2018-09-26','Cat','Siamese', 'Gray', '38565', '897'),
('Luna','2011-07-23','Turtle','Russian Tortoise', 'Gray', '46306', '213'),
('Max','2021-08-08','Hamster','Dwarf Campbell Russian', 'White', '47945', '174'),
('Rocky','2012-01-31','Turtle','Box Turtle', 'Golden', '9850', '101'),
('Buddy','2020-01-15','Rabbit','Flemish Giant', 'Black', '25875', '593'),
('Lucy','2019-08-04','Hamster','Chinese', 'Gray', '5376', '280'),
('Milo','2010-03-26','Rabbit','Holland Lop', 'Gray', '37202', '284'),
('Max','2016-08-16','Bird','Canary', 'Brown', '48446', '323'),
('Lucy','2019-06-23','Turtle','Musk Turtle', 'Multicolor', '20807', '345'),
('Luna','2014-07-05','Cat','Persian', 'Striped', '36061', '647'),
('Lucy','2020-04-05','Rabbit','Lionhead', 'Spotted', '6580', '536'),
('Lucy','2022-03-29','Turtle','Box Turtle', 'Striped', '27249', '718'),
('Rocky','2015-06-16','Turtle','Painted Turtle', 'Gray', '48215', '427'),
('Luna','2013-01-26','Bird','Canary', 'White', '13578', '513'),
('Bella','2019-02-06','Dog','Labrador', 'Striped', '45134', '886'),
('Rocky','2015-07-06','Rabbit','Flemish Giant', 'Striped', '19484', '574'),
('Milo','2023-08-30','Turtle','Painted Turtle', 'Striped', '6792', '410'),
('Rocky','2011-06-16','Turtle','Box Turtle', 'Striped', '6791', '54'),
('Charlie','2010-06-07','Hamster','Syrian', 'Striped', '48446', '356'),
('Milo','2023-05-30','Bird','Parrot', 'Striped', '46451', '56'),
('Luna','2010-10-08','Dog','German Shepherd', 'Brown', '27164', '775'),
('Rocky','2014-06-01','Rabbit','Flemish Giant', 'Brown', '26445', '813'),
('Bella','2013-06-13','Rabbit','Netherland Dwarf', 'Spotted', '40585', '770'),
('Milo','2012-08-23','Dog','German Shepherd', 'Golden', '14520', '449'),
('Charlie','2011-09-01','Bird','Sparrow', 'Spotted', '165', '737'),
('Lucy','2018-04-24','Rabbit','Lionhead', 'Golden', '47211', '211'),
('Rocky','2011-02-15','Turtle','Russian Tortoise', 'Black', '36112', '15'),
('Max','2012-09-14','Dog','Bulldog', 'Spotted', '882', '776'),
('Milo','2014-07-14','Turtle','Russian Tortoise', 'Striped', '16599', '945'),
('Milo','2019-11-03','Bird','Cockatiel', 'Spotted', '25542', '846'),
('Rocky','2023-03-04','Hamster','Winter White Russian', 'Brown', '21177', '748'),
('Rocky','2015-10-16','Hamster','Roborovski', 'Striped', '42888', '955'),
('Luna','2022-10-01','Dog','Poodle', 'Brown', '19719', '430'),
('Lucy','2017-02-08','Rabbit','Holland Lop', 'Black', '38565', '163'),
('Bella','2016-10-13','Turtle','Painted Turtle', 'Spotted', '46427', '248'),
('Charlie','2017-05-25','Dog','German Shepherd', 'Golden', '32679', '194'),
('Charlie','2023-01-12','Rabbit','Lionhead', 'Striped', '32401', '707'),
('Rocky','2024-06-24','Cat','Siamese', 'Spotted', '47266', '211'),
('Buddy','2014-04-04','Hamster','Winter White Russian', 'Striped', '18221', '22'),
('Daisy','2019-03-25','Rabbit','Netherland Dwarf', 'Spotted', '48153', '869'),
('Chloe','2015-08-12','Cat','Sphynx', 'Striped', '28917', '796'),
('Charlie','2015-09-06','Bird','Parrot', 'Striped', '22310', '779'),
('Buddy','2010-04-09','Cat','Bengal', 'Brown', '10989', '698'),
('Rocky','2011-08-29','Bird','Sparrow', 'Multicolor', '4643', '954'),
('Lucy','2023-12-30','Hamster','Chinese', 'Spotted', '1053', '186'),
('Buddy','2015-01-25','Dog','Poodle', 'Striped', '19126', '90'),
('Buddy','2011-03-03','Rabbit','Lionhead', 'Black', '8362', '832'),
('Charlie','2015-02-11','Turtle','Painted Turtle', 'White', '3086', '664'),
('Charlie','2023-12-30','Cat','Sphynx', 'Spotted', '20023', '338'),
('Max','2017-05-23','Dog','German Shepherd', 'Striped', '35587', '283'),
('Charlie','2021-09-18','Dog','Bulldog', 'Gray', '11273', '169'),
('Daisy','2019-01-30','Rabbit','Lionhead', 'Golden', '43637', '327'),
('Daisy','2019-10-23','Turtle','Musk Turtle', 'Golden', '5376', '178'),
('Daisy','2022-11-09','Turtle','Russian Tortoise', 'Gray', '6591', '27'),
('Max','2015-04-29','Cat','Sphynx', 'Spotted', '30933', '92'),
('Rocky','2016-11-17','Cat','Sphynx', 'Gray', '3570', '878'),
('Max','2017-01-28','Rabbit','Mini Rex', 'White', '22844', '389'),
('Bella','2020-04-11','Bird','Sparrow', 'White', '41488', '717'),
('Buddy','2015-02-26','Dog','German Shepherd', 'Gray', '6591', '31'),
('Luna','2016-11-29','Rabbit','Lionhead', 'Brown', '2657', '462'),
('Buddy','2013-11-12','Rabbit','Holland Lop', 'Spotted', '45400', '375'),
('Lucy','2011-07-02','Bird','Parrot', 'White', '16324', '855'),
('Chloe','2019-05-17','Dog','Beagle', 'Multicolor', '37636', '650'),
('Max','2012-07-25','Rabbit','Flemish Giant', 'Multicolor', '27353', '897'),
('Lucy','2012-04-17','Rabbit','Lionhead', 'Black', '33606', '656'),
('Max','2015-10-27','Dog','Labrador', 'Multicolor', '12672', '779'),
('Max','2018-08-30','Bird','Parrot', 'Multicolor', '42697', '689'),
('Rocky','2019-11-03','Bird','Parrot', 'White', '6580', '576'),
('Milo','2012-11-02','Turtle','Russian Tortoise', 'Golden', '5327', '519'),
('Charlie','2014-02-17','Cat','Sphynx', 'Spotted', '45014', '69'),
('Daisy','2012-01-13','Rabbit','Flemish Giant', 'White', '21915', '680'),
('Milo','2012-12-08','Turtle','Box Turtle', 'Golden', '19117', '58'),
('Daisy','2015-03-15','Cat','Siamese', 'Gray', '3758', '811'),
('Buddy','2022-01-01','Turtle','Red-Eared Slider', 'Spotted', '30634', '953'),
('Charlie','2010-06-01','Dog','Poodle', 'Golden', '28987', '953'),
('Max','2016-12-26','Rabbit','Netherland Dwarf', 'Golden', '32640', '795'),
('Bella','2013-02-02','Cat','Maine Coon', 'Striped', '22472', '59'),
('Buddy','2018-02-22','Hamster','Winter White Russian', 'Striped', '12967', '636'),
('Chloe','2019-04-02','Bird','Parrot', 'Gray', '11309', '619'),
('Lucy','2022-09-21','Hamster','Syrian', 'Black', '3573', '402'),
('Rocky','2022-11-25','Cat','Bengal', 'Brown', '4643', '847'),
('Daisy','2016-04-15','Rabbit','Netherland Dwarf', 'Gray', '25184', '552'),
('Chloe','2021-06-19','Cat','Persian', 'Striped', '23109', '760'),
('Max','2011-05-29','Bird','Parrot', 'Golden', '37676', '462'),
('Luna','2022-12-12','Dog','Beagle', 'Multicolor', '44540', '126'),
('Chloe','2022-05-13','Hamster','Winter White Russian', 'Black', '41908', '841'),
('Chloe','2020-12-15','Dog','Poodle', 'Striped', '21529', '187'),
('Milo','2021-08-08','Cat','Persian', 'Golden', '24417', '951'),
('Charlie','2019-10-29','Dog','Labrador', 'Black', '15900', '876'),
('Daisy','2013-05-10','Cat','Bengal', 'Brown', '6845', '192'),
('Buddy','2023-10-25','Dog','Labrador', 'Brown', '41488', '84'),
('Daisy','2014-04-24','Rabbit','Holland Lop', 'Black', '33606', '50'),
('Daisy','2010-11-19','Turtle','Red-Eared Slider', 'White', '44179', '45'),
('Bella','2024-05-30','Rabbit','Holland Lop', 'Brown', '1218', '448'),
('Bella','2015-01-14','Rabbit','Flemish Giant', 'Multicolor', '35927', '764'),
('Rocky','2018-03-27','Rabbit','Flemish Giant', 'Black', '30265', '452'),
('Luna','2017-11-24','Hamster','Chinese', 'Multicolor', '32874', '802'),
('Buddy','2016-05-23','Bird','Cockatiel', 'Black', '14796', '864'),
('Bella','2014-01-27','Dog','Beagle', 'Striped', '46306', '310'),
('Max','2016-11-29','Turtle','Musk Turtle', 'Black', '46316', '651'),
('Buddy','2022-02-23','Rabbit','Holland Lop', 'Spotted', '38944', '408'),
('Max','2012-11-15','Dog','German Shepherd', 'Multicolor', '30351', '702'),
('Charlie','2023-03-26','Rabbit','Holland Lop', 'Striped', '5328', '866'),
('Lucy','2022-09-09','Turtle','Painted Turtle', 'Striped', '45038', '336'),
('Chloe','2017-09-29','Turtle','Red-Eared Slider', 'White', '235', '454'),
('Chloe','2020-05-14','Hamster','Dwarf Campbell Russian', 'Golden', '43351', '141'),
('Daisy','2013-05-19','Hamster','Roborovski', 'Black', '18070', '496'),
('Lucy','2013-11-11','Bird','Finch', 'Brown', '9269', '505'),
('Chloe','2018-12-21','Bird','Finch', 'Striped', '1595', '104'),
('Chloe','2019-06-01','Cat','Maine Coon', 'Golden', '44285', '342'),
('Daisy','2015-05-19','Bird','Cockatiel', 'Spotted', '4832', '25'),
('Rocky','2013-03-17','Turtle','Musk Turtle', 'Spotted', '43750', '951'),
('Luna','2013-09-25','Rabbit','Mini Rex', 'Golden', '49393', '427'),
('Buddy','2010-03-14','Cat','Sphynx', 'Golden', '2460', '862'),
('Bella','2014-04-16','Bird','Parrot', 'Golden', '21510', '644'),
('Rocky','2011-12-06','Hamster','Winter White Russian', 'Striped', '45176', '306'),
('Lucy','2010-11-17','Dog','Beagle', 'White', '49138', '57'),
('Chloe','2021-07-24','Hamster','Dwarf Campbell Russian', 'Golden', '4579', '410'),
('Buddy','2017-12-03','Cat','Bengal', 'Black', '6319', '23'),
('Bella','2022-06-19','Cat','Persian', 'Spotted', '42117', '858'),
('Max','2021-03-22','Bird','Canary', 'Golden', '13663', '812'),
('Buddy','2018-07-20','Bird','Parrot', 'Spotted', '2928', '436'),
('Luna','2021-06-25','Dog','Poodle', 'White', '564', '446'),
('Charlie','2024-07-13','Cat','Maine Coon', 'Striped', '3784', '586'),
('Rocky','2013-01-02','Bird','Canary', 'Spotted', '31876', '577'),
('Luna','2015-03-29','Bird','Sparrow', 'Gray', '11410', '15'),
('Charlie','2011-04-29','Rabbit','Netherland Dwarf', 'Multicolor', '6486', '499'),
('Daisy','2012-12-08','Turtle','Musk Turtle', 'White', '10192', '759'),
('Luna','2020-01-28','Bird','Parrot', 'Brown', '47911', '33'),
('Lucy','2011-07-29','Hamster','Chinese', 'Gray', '23411', '275'),
('Bella','2014-03-30','Dog','Beagle', 'Gray', '16433', '485'),
('Rocky','2012-07-28','Cat','Sphynx', 'Striped', '46248', '575'),
('Chloe','2018-08-13','Dog','Beagle', 'Black', '9250', '488'),
('Daisy','2021-01-26','Hamster','Winter White Russian', 'Golden', '7141', '1000'),
('Bella','2019-05-01','Rabbit','Lionhead', 'Spotted', '27803', '784'),
('Max','2010-04-24','Cat','Maine Coon', 'Multicolor', '46316', '462'),
('Luna','2021-10-08','Dog','Beagle', 'White', '32214', '60'),
('Luna','2018-12-27','Bird','Cockatiel', 'Brown', '24258', '739'),
('Charlie','2015-07-02','Turtle','Red-Eared Slider', 'Spotted', '12753', '16'),
('Max','2022-07-03','Rabbit','Flemish Giant', 'Brown', '18462', '650'),
('Charlie','2010-03-17','Cat','Maine Coon', 'Black', '2016', '340'),
('Lucy','2014-06-15','Cat','Persian', 'Golden', '5328', '538'),
('Luna','2012-10-26','Dog','German Shepherd', 'Multicolor', '40271', '438'),
('Luna','2018-04-22','Bird','Cockatiel', 'Golden', '35587', '291'),
('Rocky','2019-07-01','Cat','Sphynx', 'Gray', '33606', '18'),
('Bella','2011-03-14','Rabbit','Holland Lop', 'Black', '41865', '41'),
('Milo','2016-09-10','Turtle','Painted Turtle', 'Striped', '48280', '821'),
